churn_test_dir/f_48|4|0.1875|0.0000|0.0000
churn_test_dir/f_75|4|0.1875|0.0000|0.0000
churn_test_dir/f_26|4|0.1875|0.0000|0.0000
churn_test_dir/f_72|4|0.1875|0.0000|0.0000
churn_test_dir/f_90|4|0.1875|0.0000|0.0000
churn_test_dir/f_12|4|0.1875|0.0000|0.0000
churn_test_dir/f_64|4|0.1875|0.0000|0.0000
churn_test_dir/f_41|4|0.1875|0.0000|0.0000
churn_test_dir/f_43|4|0.1875|0.0000|0.0000
churn_test_dir/f_84|4|0.1875|0.0000|0.0000
churn_test_dir/f_25|4|0.1875|0.0000|0.0000
churn_test_dir/f_15|4|0.1875|0.0000|0.0000
churn_test_dir/f_34|4|0.1875|0.0000|0.0000
churn_test_dir/f_86|4|0.1875|0.0000|0.0000
churn_test_dir/f_21|4|0.1875|0.0000|0.0000
churn_test_dir/f_65|4|0.1875|0.0000|0.0000
churn_test_dir/f_47|4|0.1875|0.0000|0.0000
churn_test_dir/f_95|4|0.1875|0.0000|0.0000
churn_test_dir/f_27|4|0.1875|0.0000|0.0000
churn_test_dir/f_4|4|0.1875|0.0000|0.0000
churn_test_dir/f_7|4|0.1875|0.0000|0.0000
churn_test_dir/f_66|4|0.1875|0.0000|0.0000
churn_test_dir/f_31|4|0.1875|0.0000|0.0000
churn_test_dir/f_77|4|0.1875|0.0000|0.0000
churn_test_dir/f_91|4|0.1875|0.0000|0.0000
churn_test_dir/f_19|4|0.1875|0.0000|0.0000
churn_test_dir/f_82|4|0.1875|0.0000|0.0000
churn_test_dir/f_40|4|0.1875|0.0000|0.0000
churn_test_dir/f_46|4|0.1875|0.0000|0.0000
churn_test_dir/f_60|4|0.1875|0.0000|0.0000
churn_test_dir/f_73|4|0.1875|0.0000|0.0000
churn_test_dir/f_28|4|0.1875|0.0000|0.0000
churn_test_dir/f_67|4|0.1875|0.0000|0.0000
churn_test_dir/f_78|4|0.1875|0.0000|0.0000
churn_test_dir/f_56|4|0.1875|0.0000|0.0000
churn_test_dir/f_98|4|0.1875|0.0000|0.0000
churn_test_dir/f_20|4|0.1875|0.0000|0.0000
churn_test_dir/f_68|4|0.1875|0.0000|0.0000
churn_test_dir/f_22|4|0.1875|0.0000|0.0000
churn_test_dir/f_10|4|0.1875|0.0000|0.0000
churn_test_dir/f_16|4|0.1875|0.0000|0.0000
churn_test_dir/f_58|4|0.1875|0.0000|0.0000
churn_test_dir/f_13|4|0.1875|0.0000|0.0000
churn_test_dir/f_44|4|0.1875|0.0000|0.0000
churn_test_dir/f_14|4|0.1875|0.0000|0.0000
churn_test_dir/f_97|4|0.1875|0.0000|0.0000
churn_test_dir/f_96|4|0.1875|0.0000|0.0000
churn_test_dir/f_3|4|0.1875|0.0000|0.0000
churn_test_dir/f_63|4|0.1875|0.0000|0.0000
churn_test_dir/f_93|4|0.1875|0.0000|0.0000
churn_test_dir/f_70|4|0.1875|0.0000|0.0000
churn_test_dir/f_80|4|0.1875|0.0000|0.0000
churn_test_dir/bad.ko|8004|0.0009|0.0000|0.4000
churn_test_dir/f_1|4|0.1875|0.0000|0.0000
churn_test_dir/f_6|4|0.1875|0.0000|0.0000
churn_test_dir/f_81|4|0.1875|0.0000|0.0000
churn_test_dir/f_55|4|0.1875|0.0000|0.0000
churn_test_dir/f_0|4|0.1875|0.0000|0.0000
churn_test_dir/f_61|4|0.1875|0.0000|0.0000
churn_test_dir/f_17|4|0.1875|0.0000|0.0000
churn_test_dir/f_59|4|0.1875|0.0000|0.0000
churn_test_dir/f_85|4|0.1875|0.0000|0.0000
churn_test_dir/f_92|4|0.1875|0.0000|0.0000
churn_test_dir/f_62|4|0.1875|0.0000|0.0000
churn_test_dir/f_23|4|0.1875|0.0000|0.0000
churn_test_dir/f_11|4|0.1875|0.0000|0.0000
churn_test_dir/f_37|4|0.1875|0.0000|0.0000
churn_test_dir/f_71|4|0.1875|0.0000|0.0000
churn_test_dir/f_50|4|0.1875|0.0000|0.0000
churn_test_dir/f_87|4|0.1875|0.0000|0.0000
churn_test_dir/f_32|4|0.1875|0.0000|0.0000
churn_test_dir/f_89|4|0.1875|0.0000|0.0000
churn_test_dir/f_83|4|0.1875|0.0000|0.0000
churn_test_dir/f_76|4|0.1875|0.0000|0.0000
churn_test_dir/f_24|4|0.1875|0.0000|0.0000
churn_test_dir/f_51|4|0.1875|0.0000|0.0000
churn_test_dir/f_9|4|0.1875|0.0000|0.0000
churn_test_dir/f_52|4|0.1875|0.0000|0.0000
churn_test_dir/f_74|4|0.1875|0.0000|0.0000
churn_test_dir/f_94|4|0.1875|0.0000|0.0000
churn_test_dir/f_2|4|0.1875|0.0000|0.0000
churn_test_dir/f_35|4|0.1875|0.0000|0.0000
churn_test_dir/f_36|4|0.1875|0.0000|0.0000
churn_test_dir/f_88|4|0.1875|0.0000|0.0000
churn_test_dir/f_69|4|0.1875|0.0000|0.0000
churn_test_dir/f_33|4|0.1875|0.0000|0.0000
churn_test_dir/f_45|4|0.1875|0.0000|0.0000
churn_test_dir/f_18|4|0.1875|0.0000|0.0000
churn_test_dir/f_79|4|0.1875|0.0000|0.0000
churn_test_dir/f_54|4|0.1875|0.0000|0.0000
churn_test_dir/f_39|4|0.1875|0.0000|0.0000
churn_test_dir/f_57|4|0.1875|0.0000|0.0000
churn_test_dir/f_99|4|0.1875|0.0000|0.0000
churn_test_dir/f_49|4|0.1875|0.0000|0.0000
churn_test_dir/f_29|4|0.1875|0.0000|0.0000
churn_test_dir/f_30|4|0.1875|0.0000|0.0000
churn_test_dir/f_5|4|0.1875|0.0000|0.0000
churn_test_dir/f_38|4|0.1875|0.0000|0.0000
churn_test_dir/f_42|4|0.1875|0.0000|0.0000
churn_test_dir/f_53|4|0.1875|0.0000|0.0000
churn_test_dir/f_8|4|0.1875|0.0000|0.0000